image_path,labels
images/train/00000000_jpg.rf.943521685cb654f8b5616e0914433cf9.jpg,cheese
images/train/00000000_jpg.rf.9c21c532f8aabc01e5b3d5797f40b14e.jpg,roti
images/train/00000000_jpg.rf.b53462d87085d3b9a57b11ed8b5b1341.jpg,raw_meat
images/train/00000000_jpg.rf.b91465dc0bff000aa6e610bd58ff8ac3.jpg,tomato
images/train/00000000_jpg.rf.bd9d6831764ece5ef70dad98b0415f9c.jpg,raw_meat
images/train/00000000_jpg.rf.bea7fa362c99dc2846c5a5f73534b76a.jpg,non_milk_based_beverage
images/train/00000000_jpg.rf.c3aa732a41fdcbfb3a684497b32c643d.jpg,chocolate
images/train/00000000_jpg.rf.cc6ea8c42402cd35786ba872661d2a08.jpg,eggplant
images/train/00000000_jpg.rf.cd5977245d8fabc23f2043e776e4aa08.jpg,cheese
images/train/00000000_jpg.rf.d14b955b6857b75d93a295252eefaeb6.jpg,cheese
images/train/00000000_jpg.rf.d838a50dd64aec4abb207bccf380a55e.jpg,capsicum
images/train/00000000_jpg.rf.e06cf8094032f79c54ff50e65b654ac0.jpg,pasta
images/train/00000000_jpg.rf.e0ab7fe8563fce96f8446c168c576142.jpg,non_milk_based_beverage
images/train/00000000_jpg.rf.e66558f95421b74e75824865bd333192.jpg,non_milk_based_beverage
images/train/00000000_jpg.rf.e69e550f0370d0c2a61ed3c5d532a61c.jpg,alcohol_glass
images/train/00000000_jpg.rf.eda3045c6c046d97ddb35fb8cfa4f7c0.jpg,eggplant
images/train/00000000_jpg.rf.efe802e5f62f95171b2048b78d438105.jpg,tomato
images/train/00000000_jpg.rf.f37ff9c7da331d1ad83e2f5a92b77049.jpg,capsicum
images/train/00000001--2-_jpg.rf.2e760a269e09575b3569c4cfb1b41977.jpg,milk_based_beverage
images/train/00000001--2-_jpg.rf.3108a9004c81f7363a4f2b62942354f5.jpg,chocolate
images/train/00000001--2-_jpg.rf.45e3896bc63a19cec7e50b6495658586.jpg,chocolate
images/train/00000001--2-_jpg.rf.813756cf90a690ac0622e9a3fcc1cfd0.jpg,milk_based_beverage
images/train/00000001--2-_jpg.rf.8f5d58d64371291b1216b8f990eb9b4d.jpg,chocolate
images/train/00000001--2-_jpg.rf.bd36af64f934ce059cc3d5b46b3b2446.jpg,milk_based_beverage
images/train/00000001_jpg.rf.0174e356d577b61b2f277dfbf3ca1ffc.jpg,"alcohol,alcohol_glass"
images/train/00000001_jpg.rf.03978ea74208b2089e71c8c45a671a04.jpg,avocado
images/train/00000001_jpg.rf.16a07885e33a731ee080d8986d23da06.jpg,icecream
images/train/00000001_jpg.rf.1b19c22b98e0deb1433af99bf57a9adc.jpg,"blackberry,blueberry,strawberry"
images/train/00000001_jpg.rf.25e2a56a7fae4bf42af5bc3d74dc8c38.jpg,chocolate
images/train/00000001_jpg.rf.2bb745538e8b7c2f24cc8e9009209ec4.jpg,avocado
images/train/00000001_jpg.rf.2de117e8dde988ceb9548739a84c3bb9.jpg,milk
images/train/00000001_jpg.rf.32487e6d47d9a2322caea24b47d37536.jpg,bread_loaf
images/train/00000001_jpg.rf.33d8365db3b85edd45db377632ac98bd.jpg,roti
images/train/00000001_jpg.rf.3e0f91de6f66c5ba33a0f76e6f71d45e.jpg,icecream
images/train/00000001_jpg.rf.4900434243e207001ad4f387a8e19a66.jpg,cheese
images/train/00000001_jpg.rf.4d177d420f6e84335b98da77d03460fd.jpg,chocolate
images/train/00000001_jpg.rf.4d3a776caa57e4054e4c499c47e98cc7.jpg,dates
images/train/00000001_jpg.rf.4d8c4f7396a7ed6de6d4f8b355d23ac4.jpg,"alcohol,alcohol_glass"
images/train/00000001_jpg.rf.4e15d7951c1b1eaba5b673c5a0afc484.jpg,"blackberry,blueberry,strawberry"
images/train/00000001_jpg.rf.50483db1b2b4e25d15517eec5351df4d.jpg,non_milk_based_beverage
images/train/00000001_jpg.rf.510fe3c6582fa47036f10e6e6cc63c9f.jpg,chocolate
images/train/00000001_jpg.rf.51c24c5c4e7cd56fb411dfef431b8d44.jpg,milk
images/train/00000001_jpg.rf.6379066d997b35275be678fe31c8a9d4.jpg,bread_loaf
images/train/00000001_jpg.rf.6a5199cf27ab3963113490d95a440532.jpg,icecream
images/train/00000001_jpg.rf.6c02525fb48127fdfcce92ae2bf7e553.jpg,tomato
images/train/00000001_jpg.rf.6f98d4cd173ff5194cf0d0b1813b3973.jpg,dates
images/train/00000001_jpg.rf.72422d108c91dc0d38cd5918e1aa3859.jpg,cooked_meat
images/train/00000001_jpg.rf.95effb70b65a2d824e21c1dad27a82ee.jpg,tomato
images/train/00000001_jpg.rf.a4fd79f758964cff1046596fefccf340.jpg,avocado
images/train/00000001_jpg.rf.aa40eddc72aa1e1a977e784abab3ab1b.jpg,tomato
images/train/00000001_jpg.rf.ac8f85711cf197474ff6bc151a9cd39c.jpg,cheese
images/train/00000001_jpg.rf.af606ead99ebde545eaa79c8b295b692.jpg,roti
images/train/00000001_jpg.rf.b5fa0288fe4d4d2e88b907025ce9669f.jpg,cheese
images/train/00000001_jpg.rf.c2c96a9888593a9d7b3d98a65adc251e.jpg,non_milk_based_beverage
images/train/00000001_jpg.rf.c555251d622e706911ba0c0375a420f4.jpg,cooked_meat
images/train/00000001_jpg.rf.d41a268f0ea636fbe122470324218840.jpg,milk
images/train/00000001_jpg.rf.e29364926a9bfef5899fcee9a8b00df1.jpg,non_milk_based_beverage
images/train/00000001_jpg.rf.e3ae565e9fbc8a56c7dc1087bd2a8ac5.jpg,"alcohol,alcohol_glass"
images/train/00000001_jpg.rf.ed3b74bfd77349c97dcaad0a71486ba3.jpg,bread_loaf
images/train/00000001_jpg.rf.ee6927b3daebd05ac8548e5138334ab9.jpg,dates
images/train/00000001_jpg.rf.f0cab6d6393ade465f906a7f92025a2e.jpg,"blackberry,blueberry,strawberry"
images/train/00000001_jpg.rf.f1f676207b1039b7cf0af35880ad76c3.jpg,cooked_meat
images/train/00000001_jpg.rf.f383d45e08e548c03b00df927fe18686.jpg,roti
images/train/00000002--2-_jpg.rf.01a0fd145b69af0e133c575ddbfc8100.jpg,milk_based_beverage
images/train/00000002--2-_jpg.rf.5254162b48f2f8691e7bafb8b4346842.jpg,"alcohol_glass,cooked_meat,mushroom,tomato"
images/train/00000002--2-_jpg.rf.8d77e2d1cc7b2b9f75bfdcd5db3cbc05.jpg,milk_based_beverage
images/train/00000002--2-_jpg.rf.8eb7125ed789bd7304749693d40b8470.jpg,milk_based_beverage
images/train/00000002--2-_jpg.rf.a4136f97033e440389b2375c9fa55c27.jpg,"alcohol_glass,cooked_meat,mushroom,tomato"
images/train/00000002--2-_jpg.rf.e8273460a972a8c1e344c70cec7b5f62.jpg,"alcohol_glass,cooked_meat,mushroom,tomato"
images/train/00000002_jpg.rf.02589cd64b9222a7373d6c7c20a42fc7.jpg,cheese
images/train/00000002_jpg.rf.03b5edcf253cc7a52009df3b1d623e60.jpg,eggplant
images/train/00000002_jpg.rf.1945f3fb0237ee02fcc164dcb68bb295.jpg,eggplant
images/train/00000002_jpg.rf.19e92f17ec87a0dfd5bde51d1df083d3.jpg,avocado
images/train/00000002_jpg.rf.1a89c66628ef87c2eb0bff8fecdb9f09.jpg,raw_meat
images/train/00000002_jpg.rf.1aa412d2f7d74deb327040a1d2bbe58a.jpg,tomato
images/train/00000002_jpg.rf.1f6d506a285cfe9c874eb6d1130d015d.jpg,tomato
images/train/00000002_jpg.rf.23202f6f6932fca83035a0a547252298.jpg,eggplant
images/train/00000002_jpg.rf.23db7d08d009dcae9f797afbfc26014d.jpg,avocado
images/train/00000002_jpg.rf.27603257e89937eb82c451497707a90e.jpg,spinach
images/train/00000002_jpg.rf.27857337106aa3c724083650eb6b15c3.jpg,"bread,non_milk_based_beverage"
images/train/00000002_jpg.rf.2c3855f18310d1468b034d6ab4718ebc.jpg,capsicum
images/train/00000002_jpg.rf.449badf4ca8770fcc964b5cb4ba49c19.jpg,milk
images/train/00000002_jpg.rf.46421607aa46e54bbd28e6b98b1a2c05.jpg,tomato
images/train/00000002_jpg.rf.49e42fc8f4b7b5074daadb73a4e8a425.jpg,"alcohol,alcohol_glass"
images/train/00000002_jpg.rf.4fe4813f7b7f9377d39e83749e603f13.jpg,whole_egg_boiled
images/train/00000002_jpg.rf.55d5c95a7e7afbf7abd2e74bfcd7bb37.jpg,almond
images/train/00000002_jpg.rf.5623a2eabf0636b5d2a45f8d037efce7.jpg,raw_meat
images/train/00000002_jpg.rf.584b5ccc5b011e8a436d105bd16465cc.jpg,almond
images/train/00000002_jpg.rf.5d79d7c8814a78775dd978e2a5ab1a8c.jpg,milk
images/train/00000002_jpg.rf.6c74bddef02de22ff6f7378856e097c6.jpg,"bread,bread_loaf"
images/train/00000002_jpg.rf.6f689e1d9e9fa30202048852227c233c.jpg,spinach
images/train/00000002_jpg.rf.72554e20c0d1cc5325401781ad7c6147.jpg,almond
images/train/00000002_jpg.rf.727031735758fc0beea649376aa1c176.jpg,"bread,non_milk_based_beverage"
images/train/00000002_jpg.rf.7a70c0e09fb34c1d1e3f758d55b22605.jpg,spinach
images/train/00000002_jpg.rf.848e433f30e47e114c5467f5bcef9a8e.jpg,"bread,bread_loaf"
images/train/00000002_jpg.rf.891cead8ba17b92f86204df569a5a874.jpg,"bread,non_milk_based_beverage"
images/train/00000002_jpg.rf.8b26e6e6db2fd92d24eeea89b778fa48.jpg,capsicum
images/train/00000002_jpg.rf.8c6463adc26dcd22d5f7563cdff56784.jpg,milk
images/train/00000002_jpg.rf.8e440d0b427b65d98c5987a98109714d.jpg,dates
images/train/00000002_jpg.rf.93307ca8f534a1b7533f1ed4276d280e.jpg,"bread,non_milk_based_beverage"
images/train/00000002_jpg.rf.9946eb90491181e54efca209c63dd73a.jpg,"alcohol,alcohol_glass"
images/train/00000002_jpg.rf.accf3a88bd46dc7aadb1a65e981c8e25.jpg,"bread,non_milk_based_beverage"
images/train/00000002_jpg.rf.b0e396e1ec4b0d8cf25b40e926d8bde7.jpg,whole_egg_boiled
images/train/00000002_jpg.rf.b2320d03d2e27b2b9017e0191439585b.jpg,"alcohol,alcohol_glass"
images/train/00000002_jpg.rf.b880bbee850b5eb551cb0fe2edcb0cd6.jpg,capsicum
images/train/00000002_jpg.rf.bdd29b66f9e46a96988da40cabf92199.jpg,cheese
images/train/00000002_jpg.rf.bf3997486ca67ef8f2bb2bd2a340c303.jpg,dates
images/train/00000002_jpg.rf.cbb9ae4a2ac4258a33d4710bec554b69.jpg,"bread,bread_loaf"
images/train/00000002_jpg.rf.cea5e1b2f05750c00759f596e8f186b1.jpg,avocado
images/train/00000002_jpg.rf.d686ec9484d049dc84019e4389f45b3a.jpg,raw_meat
images/train/00000002_jpg.rf.e6b7cef747b66f608114078e6c058dbc.jpg,cheese
images/train/00000002_jpg.rf.ee752e761a9da6eaa0dc7af36882ad9a.jpg,whole_egg_boiled
images/train/00000002_jpg.rf.ef5d5f3ef30de67af51de950c5d8b47e.jpg,dates
images/train/00000002_jpg.rf.f4f76be76fcf91ecefd4d390ab229a9d.jpg,"bread,non_milk_based_beverage"
images/train/00000003--2-_jpg.rf.2babe57be26566c96bc48686e3580d1e.jpg,"bread,non_milk_based_beverage"
images/train/00000003--2-_jpg.rf.312e1043ab478f9a72f83c76c9142d3c.jpg,"bread,non_milk_based_beverage"
images/train/00000003--2-_jpg.rf.5d31d14d841899f8a2d8c0e88a673cdc.jpg,milk_based_beverage
images/train/00000003--2-_jpg.rf.808b9a5d9c792673aae1863cba32718b.jpg,"bread,non_milk_based_beverage"
images/train/00000003--2-_jpg.rf.847b58aad9471509d27a5f7a62cbf5a6.jpg,"bread,non_milk_based_beverage"
images/train/00000003--2-_jpg.rf.85fe1dfc0b9ff7cd97dc0c1dd1dbfef3.jpg,milk_based_beverage
images/train/00000003--2-_jpg.rf.9edd69b6be1a2142daa8d902ddd16aae.jpg,"bread,non_milk_based_beverage"
images/train/00000003--2-_jpg.rf.b8ccc32005de737b467cf8a0eddefdb0.jpg,milk_based_beverage
images/train/00000003--2-_jpg.rf.c9032a427733ca4feb9a395268b6e080.jpg,"bread,non_milk_based_beverage"
images/train/00000003_jpg.rf.176d6b763e7fe81f514d329d0761bc54.jpg,almond
images/train/00000003_jpg.rf.1a83f770b89a92ad7ec079360a139e9d.jpg,eggplant
images/train/00000003_jpg.rf.2d03ed8acdf463de4cfaed0de906890e.jpg,almond
images/train/00000003_jpg.rf.332ca74df8c8c0956341b0a9c63520da.jpg,pizza
images/train/00000003_jpg.rf.34b68851d4c89c3720d1177f7ecd4bde.jpg,non_milk_based_beverage
images/train/00000003_jpg.rf.45f45303245f540f31979bba2f81fe0c.jpg,chocolate
images/train/00000003_jpg.rf.51b6a1799aa3f32f5dd667a13058ec30.jpg,pizza
images/train/00000003_jpg.rf.52aea2d7be52da3596f0305ec11f4c33.jpg,avocado
images/train/00000003_jpg.rf.5527822e15e56d08bd811509f51a1b26.jpg,dates
images/train/00000003_jpg.rf.55f6d334c0604fff47ad7a7b3e035fde.jpg,capsicum
images/train/00000003_jpg.rf.5daaf2032fb3091a8ad7fce33e414832.jpg,pizza
images/train/00000003_jpg.rf.5eca99f483dfda41e806fcca08a819bd.jpg,raw_meat
images/train/00000003_jpg.rf.5ef00182f99a55942211d5646399b894.jpg,cheese
images/train/00000003_jpg.rf.662a7c6c7633890c5cdfeb9c49b8a924.jpg,capsicum
images/train/00000003_jpg.rf.6f0e3c726fbbd25b6aab10f6023414e0.jpg,avocado
images/train/00000003_jpg.rf.7d59b30d9f8c3e805dcbab49f06aa4c5.jpg,chocolate
images/train/00000003_jpg.rf.7e4756b3a3db67e2b387f991ca2d855c.jpg,almond
images/train/00000003_jpg.rf.7f769ae94618b18c0b94058dccb2456a.jpg,non_milk_based_beverage
images/train/00000003_jpg.rf.7f819f881165deffa16cdec5d6a2dc94.jpg,roti
images/train/00000003_jpg.rf.8c939c10a8a17c33c5c4f703994325a8.jpg,"icecream,strawberry"
images/train/00000003_jpg.rf.8f121e41ef4c4a562d69cf613764df23.jpg,eggplant
images/train/00000003_jpg.rf.9dcf7d6dd102ff0b22eb359e484e598f.jpg,avocado
images/train/00000003_jpg.rf.a27180b166be08693baf18281226471f.jpg,raw_meat
images/train/00000003_jpg.rf.a59771d90c5b801d66912601223203b7.jpg,roti
images/train/00000003_jpg.rf.a94015613beab055ddeabc1cc8514dfd.jpg,"icecream,strawberry"
images/train/00000003_jpg.rf.b663b87a5518d77532b9a152b93fd160.jpg,capsicum
images/train/00000003_jpg.rf.bac67ed2e1cee30210286b65fc3e2f23.jpg,eggplant
images/train/00000003_jpg.rf.bc07360db025dd081873cca485db6bdf.jpg,dates
images/train/00000003_jpg.rf.bd535d36b50228ffd9ec7ae9194d2261.jpg,raw_meat
images/train/00000003_jpg.rf.c0266bfdd03455112232eab452e524ae.jpg,non_milk_based_beverage
images/train/00000003_jpg.rf.c0bdbf80982c06fdb20f007cb06cca10.jpg,"icecream,strawberry"
images/train/00000003_jpg.rf.c24b62acc510e9f49c77360c8fcd47b9.jpg,cheese
images/train/00000003_jpg.rf.c9bcca4eb49bccf18039c7776f12b797.jpg,cheese
images/train/00000003_jpg.rf.cb6239f22d314b4f8a91c9428987ac1b.jpg,roti
images/train/00000003_jpg.rf.d4df9967595b9a78ac91e857a4030759.jpg,dates
images/train/00000003_jpg.rf.e39f828bb21d14a11c32527a60e3c29c.jpg,chocolate
images/train/00000004--2-_jpg.rf.0af4bd4970c0ad66c2c33f69eab45663.jpg,"bread,bread_loaf,non_milk_based_beverage"
images/train/00000004--2-_jpg.rf.0bf682ce5564662c3c8766488eb796cb.jpg,"bread,bread_loaf,non_milk_based_beverage"
images/train/00000004--2-_jpg.rf.4ecbe2fe86a06649aa3990addfed8570.jpg,"bread,bread_loaf,non_milk_based_beverage"
images/train/00000004--2-_jpg.rf.711d78c30f60e01caaa981fe31e66db5.jpg,"bread,bread_loaf,non_milk_based_beverage"
images/train/00000004--2-_jpg.rf.8e40830e3f45129792b9b224921e4bfa.jpg,spinach
images/train/00000004--2-_jpg.rf.93dc08b8601820373bb94d050a8d24fc.jpg,"bread,bread_loaf,non_milk_based_beverage"
images/train/00000004--2-_jpg.rf.aad2b3d6123855e88d6ad378c8c9c7a7.jpg,chocolate
images/train/00000004--2-_jpg.rf.b2d4d24b4671dc9acb8d482564f94f16.jpg,"bread,bread_loaf,non_milk_based_beverage"
images/train/00000004--2-_jpg.rf.c5d37c255c766761041191f7455779fa.jpg,chocolate
images/train/00000004--2-_jpg.rf.c867fd43ad9c57eb3bc944521ca9e09c.jpg,spinach
images/train/00000004--2-_jpg.rf.c97ad5373483ca853bbea537d65ff350.jpg,spinach
images/train/00000004--2-_jpg.rf.d462477cd978f7b9ef23f139b0b14152.jpg,chocolate
images/train/00000004_jpg.rf.01627bd39abd8a16bd248f7a4521717e.jpg,roti
images/train/00000004_jpg.rf.05ec57c98e33b7a69cfff203a84816cd.jpg,raw_meat
images/train/00000004_jpg.rf.0b3453a24f5837c6ae519632d61053fa.jpg,tomato
images/train/00000004_jpg.rf.0eb432e9b86a0110ca87cd4630c70393.jpg,mushroom
images/train/00000004_jpg.rf.11bde96b8ae84b008c59a6413eebccf5.jpg,milk
images/train/00000004_jpg.rf.13f85489e26725b056ab15d5eba09784.jpg,mushroom
images/train/00000004_jpg.rf.15ffeec41202ed8f97c11aaec3188d69.jpg,eggplant
images/train/00000004_jpg.rf.1a7b6ead035969287df42f54956e1b52.jpg,icecream
images/train/00000004_jpg.rf.207879ba341eb634aca7bfa97903c90f.jpg,avocado
images/train/00000004_jpg.rf.23316a7342eedd45b50a57798a938e99.jpg,whole_egg_boiled
images/train/00000004_jpg.rf.252ae1200f82720e94ee7a8a764ca3cc.jpg,milk_based_beverage
images/train/00000004_jpg.rf.2cd574367a115f1ae4d65c88bcffb081.jpg,roti
images/train/00000004_jpg.rf.38ad97a80ca3509c1997256e5dc17b0d.jpg,alcohol_glass
images/train/00000004_jpg.rf.39dcd409d8fedf06d24f50f383862c6b.jpg,eggplant
images/train/00000004_jpg.rf.3fc2cad8077db561663d2db6663c3d2b.jpg,chocolate
images/train/00000004_jpg.rf.427a469a4b871537f7f7a4fe9dffec6c.jpg,capsicum
images/train/00000004_jpg.rf.43d601990a5ccef72cf28eb4d0099d5f.jpg,icecream
images/train/00000004_jpg.rf.48b3c72821ac8e54a08f9161550747a8.jpg,milk_based_beverage
images/train/00000004_jpg.rf.49a279abe9a5228ae0eecb688218109a.jpg,roti
images/train/00000004_jpg.rf.5b81a9be7f0c72693e491974f0643e45.jpg,bread_loaf
images/train/00000004_jpg.rf.5c7adfba9ffc19bbc16d9963e8200d44.jpg,spinach
images/train/00000004_jpg.rf.5dba4cba008f31a03fc41f846a449ace.jpg,raw_meat
images/train/00000004_jpg.rf.5ea61f65bececc518c7a1e580e18257f.jpg,chocolate
images/train/00000004_jpg.rf.62b4a2b9bf0ca804d540eda51532029a.jpg,avocado
images/train/00000004_jpg.rf.6ede2eadc770bd941fcc0dc4972f7fff.jpg,milk
images/train/00000004_jpg.rf.7a2e71f72f176240aa7cda6dcbddf8b9.jpg,pizza
images/train/00000004_jpg.rf.85afd40e1cad9dcac05c8e38caf79767.jpg,tomato
images/train/00000004_jpg.rf.8a376d40d2f6690256c58d5dba722adb.jpg,bread_loaf
images/train/00000004_jpg.rf.8d00f25ca8256f6dd06e2f571a1f2c51.jpg,non_milk_based_beverage
images/train/00000004_jpg.rf.8f10c5853c4fd4ec69093ccf7b2834c3.jpg,whole_egg_boiled
images/train/00000004_jpg.rf.91df8e9f312b25d415fe0958983da52e.jpg,milk
images/train/00000004_jpg.rf.9480943b5a7e173d017b8730829a00d6.jpg,bread_loaf
images/train/00000004_jpg.rf.9a331c53a9fa986d1bfb8b93b0635d04.jpg,raw_meat
images/train/00000004_jpg.rf.9c1baab3d299d188912c56a2f6f98938.jpg,cheese
images/train/00000004_jpg.rf.9d0f0fea2751b422fab73929b00b0495.jpg,milk_based_beverage
images/train/00000004_jpg.rf.a34bab9d63f4aff2e962a9b1832d50bc.jpg,capsicum
images/train/00000004_jpg.rf.ac7fa065e1157ab09448cee2b0c2e287.jpg,cheese
images/train/00000004_jpg.rf.ad8bc8c9fb21df1c220bb4188ff19e06.jpg,pizza
images/train/00000004_jpg.rf.b0a4f446c8adbd3391968983504e9206.jpg,spinach
images/train/00000004_jpg.rf.b15fe601a50e747d1b82e015808618fb.jpg,icecream
images/train/00000004_jpg.rf.b43d0bf7b0dc8ea341a9acacd1d7eb78.jpg,alcohol_glass
images/train/00000004_jpg.rf.bf3d76bef343b57dff3d5322db742de1.jpg,non_milk_based_beverage
images/train/00000004_jpg.rf.c69399e93b5a64aface5629b7129f4bb.jpg,chocolate
images/train/00000004_jpg.rf.c6e4f85397347b11f74b0ef22d06991e.jpg,mushroom
images/train/00000004_jpg.rf.cdbf72aef5cbfba5614db0bead797db0.jpg,capsicum
images/train/00000004_jpg.rf.d0cafd654b7dd020c16402a8ee8df4e3.jpg,avocado
images/train/00000004_jpg.rf.d137de2b79943df669a848dd289db485.jpg,eggplant
images/train/00000004_jpg.rf.d3a135f9df6fd2f4565289895416b65a.jpg,tomato
images/train/00000004_jpg.rf.d71ac75cef360eb64b492877766215bc.jpg,spinach
images/train/00000004_jpg.rf.d9db099b746f1280713bc3cb8309326a.jpg,whole_egg_boiled
images/train/00000004_jpg.rf.e559bfbfa1520b375f07a0e92b68fcd5.jpg,alcohol_glass
images/train/00000004_jpg.rf.e5b48d5564ebb798802d1161851cf331.jpg,non_milk_based_beverage
images/train/00000004_jpg.rf.ecd4fef5002d71c9a41534f5fe4a30ce.jpg,cheese
images/train/00000004_jpg.rf.fda0a5eca0eeb4d6e5dcb57ebb3fac7d.jpg,pizza
images/train/00000005--2-_jpg.rf.12efecb49f6b4015eb11424ed04320d4.jpg,spinach
images/train/00000005--2-_jpg.rf.182b6a3e49cea4b442028506e99a6d82.jpg,spinach
images/train/00000005--2-_jpg.rf.185e2f6a5e106f9ca960ab8f16458d54.jpg,milk_based_beverage
images/train/00000005--2-_jpg.rf.19e95c38c807384428e241628ba7f2cb.jpg,milk_based_beverage
images/train/00000005--2-_jpg.rf.550f6149764f0ad6f650e344fb2ea984.jpg,spinach
images/train/00000005--2-_jpg.rf.65573b8efbc51ec10185f76234307750.jpg,"bread,egg,non_milk_based_beverage"
images/train/00000005--2-_jpg.rf.659b73f1e9e9528a8bfc86939553aa32.jpg,"bread,egg,non_milk_based_beverage"
images/train/00000005--2-_jpg.rf.6ead14e415411f6e3412cef91158db87.jpg,milk_based_beverage
images/train/00000005--2-_jpg.rf.7dfd3e8478655868c9c0b4a9371ae208.jpg,chocolate
images/train/00000005--2-_jpg.rf.b5dee45db20b9c422f8fe820867bb924.jpg,chocolate
images/train/00000005--2-_jpg.rf.c264e7a4997ccd3075a8a23f02737903.jpg,chocolate
images/train/00000005--2-_jpg.rf.fef4b6cf67414b89c895f20a67c52c18.jpg,"bread,egg,non_milk_based_beverage"
images/train/00000005_jpg.rf.027fdd11bc48b073ecfcc223e20d5e73.jpg,icecream
images/train/00000005_jpg.rf.1354c7a5bed7a7a8790065429cc2e3ed.jpg,"alcohol,alcohol_glass,cooked_meat,tomato"
images/train/00000005_jpg.rf.182ce579251d8ec12d5c85e93dc14b9b.jpg,"alcohol,alcohol_glass,cooked_meat,tomato"
images/train/00000005_jpg.rf.1a67fe399dd88e142863eb83f84047cd.jpg,"alcohol,alcohol_glass,cooked_meat,tomato"
images/train/00000005_jpg.rf.314b49e00d12fb551ee9cc06baaf4585.jpg,milk_based_beverage
images/train/00000005_jpg.rf.370dd4f77fb4ba55a388f1a2f86840c7.jpg,capsicum
images/train/00000005_jpg.rf.3851d121c76a7eff793fe140be1880a9.jpg,milk
images/train/00000005_jpg.rf.56a99c4de2405e2fdd483dd0ee2b90f0.jpg,bread_loaf
images/train/00000005_jpg.rf.581f98242ac8035089ff51179273990c.jpg,bread_loaf
images/train/00000005_jpg.rf.5d0d80c686641a577189a7be643ba6ba.jpg,capsicum
images/train/00000005_jpg.rf.6245054c7dac1ac479adcee00e7521fc.jpg,non_milk_based_beverage
images/train/00000005_jpg.rf.7a0bec2607facad796ab13573a6cec26.jpg,bread_loaf
images/train/00000005_jpg.rf.81b7371421e1bde55fdcff9d6ef18a84.jpg,avocado
images/train/00000005_jpg.rf.83d2e29c0f0f5944f182fe94be1bdfec.jpg,"alcohol,alcohol_glass,cheese"
images/train/00000005_jpg.rf.8661bf4f9298f6820126b03d68774ca7.jpg,icecream
images/train/00000005_jpg.rf.882d31dd4031995150df4b4fc25dffde.jpg,"alcohol,alcohol_glass,cheese"
images/train/00000005_jpg.rf.8ec4d970c0b3cc6c4ead38eab5c3992e.jpg,non_milk_based_beverage
images/train/00000005_jpg.rf.9a95daadaa08ba9ac09c28fc09ecbef1.jpg,eggplant
images/train/00000005_jpg.rf.aa05ca2d71dcabd9f9f85e11ae1abd7b.jpg,icecream
images/train/00000005_jpg.rf.ad57801ff86ce1036544ca3c2e89b35e.jpg,spinach
images/train/00000005_jpg.rf.ae3d3581f3d4d01d20774800b8870d59.jpg,chocolate
